      Step     Time          Energy          fmax
BFGS:    6 16:58:31     -127.803589        0.374787
BFGS:    7 16:58:32     -127.816910        0.361886
BFGS:    8 16:58:32     -127.828827        0.378786
BFGS:    9 16:58:32     -127.843781        0.362410
BFGS:   10 16:58:32     -127.854462        0.336734
BFGS:   11 16:58:32     -127.860474        0.261165
BFGS:   12 16:58:32     -127.865761        0.281408
BFGS:   13 16:58:32     -127.872566        0.319461
BFGS:   14 16:58:32     -127.881500        0.336526
BFGS:   15 16:58:32     -127.890594        0.320401
BFGS:   16 16:58:32     -127.896996        0.219132
BFGS:   17 16:58:32     -127.902222        0.179519
BFGS:   18 16:58:32     -127.907967        0.176545
BFGS:   19 16:58:32     -127.911560        0.189644
BFGS:   20 16:58:33     -127.913361        0.339692
BFGS:   21 16:58:33     -127.915665        0.141312
BFGS:   22 16:58:33     -127.917923        0.177304
BFGS:   23 16:58:33     -127.920174        0.205300
BFGS:   24 16:58:33     -127.921982        0.164490
BFGS:   25 16:58:33     -127.923347        0.108037
BFGS:   26 16:58:33     -127.924408        0.108430
BFGS:   27 16:58:33     -127.925751        0.134054
BFGS:   28 16:58:33     -127.927414        0.188616
BFGS:   29 16:58:33     -127.929123        0.174370
BFGS:   30 16:58:33     -127.930977        0.194699
BFGS:   31 16:58:33     -127.933121        0.118869
BFGS:   32 16:58:34     -127.935730        0.153643
BFGS:   33 16:58:34     -127.938759        0.214961
BFGS:   34 16:58:34     -127.942955        0.317101
BFGS:   35 16:58:34     -127.948425        0.340489
BFGS:   36 16:58:34     -127.956345        0.285680
BFGS:   37 16:58:34     -127.960953        0.180122
BFGS:   38 16:58:34     -127.962677        0.349555
BFGS:   39 16:58:34     -127.967285        0.135258
BFGS:   40 16:58:34     -127.970703        0.119968
BFGS:   41 16:58:34     -127.974045        0.156079
BFGS:   42 16:58:34     -127.976959        0.192076
BFGS:   43 16:58:34     -127.979530        0.173625
BFGS:   44 16:58:34     -127.982346        0.119718
BFGS:   45 16:58:35     -127.984818        0.112033
BFGS:   46 16:58:35     -127.986824        0.114647
BFGS:   47 16:58:35     -127.988297        0.101501
BFGS:   48 16:58:35     -127.989929        0.085413
BFGS:   49 16:58:35     -127.992180        0.083161
BFGS:   50 16:58:35     -127.994888        0.136729
BFGS:   51 16:58:35     -127.997437        0.153758
BFGS:   52 16:58:35     -127.999458        0.122610
BFGS:   53 16:58:35     -128.001724        0.111609
BFGS:   54 16:58:35     -128.005112        0.182427
BFGS:   55 16:58:35     -128.010117        0.287460
BFGS:   56 16:58:35     -128.014511        0.238479
BFGS:   57 16:58:36     -128.018005        0.238315
BFGS:   58 16:58:36     -128.020386        0.137983
BFGS:   59 16:58:36     -128.022781        0.175536
BFGS:   60 16:58:36     -128.025269        0.195728
BFGS:   61 16:58:36     -128.028931        0.179879
BFGS:   62 16:58:36     -128.031448        0.111305
BFGS:   63 16:58:36     -128.033157        0.079110
BFGS:   64 16:58:36     -128.033890        0.066050
BFGS:   65 16:58:36     -128.034683        0.055083
BFGS:   66 16:58:36     -128.035873        0.044581
      Step     Time          Energy          fmax
BFGS:    0 16:58:37     -126.972107        1.269846
BFGS:    1 16:58:37     -127.030609        1.031226
BFGS:    2 16:58:37     -127.134094        1.052673
BFGS:    3 16:58:37     -127.196129        1.270133
BFGS:    4 16:58:37     -127.403778        1.301528
BFGS:    5 16:58:37     -127.461159        0.699612
BFGS:    6 16:58:37     -127.511444        0.529810
BFGS:    7 16:58:37     -127.539597        0.687001
BFGS:    8 16:58:37     -127.609421        0.474257
BFGS:    9 16:58:37     -127.636185        0.629981
BFGS:   10 16:58:37     -127.655334        0.521367
BFGS:   11 16:58:38     -127.677765        0.565208
BFGS:   12 16:58:38     -127.696915        0.595792
BFGS:   13 16:58:38     -127.717453        0.636919
BFGS:   14 16:58:38     -127.733917        0.487302
BFGS:   15 16:58:38     -127.751907        0.538399
BFGS:   16 16:58:38     -127.772964        0.499875
BFGS:   17 16:58:38     -127.797928        0.512133
BFGS:   18 16:58:38     -127.819550        0.408732
BFGS:   19 16:58:38     -127.838326        0.745711
BFGS:   20 16:58:38     -127.851288        0.494764
BFGS:   21 16:58:38     -127.871384        0.280749
BFGS:   22 16:58:38     -127.879570        0.239021
BFGS:   23 16:58:39     -127.886024        0.218748
BFGS:   24 16:58:39     -127.899796        0.323543
BFGS:   25 16:58:39     -127.910881        0.355805
BFGS:   26 16:58:39     -127.919373        0.192020
BFGS:   27 16:58:39     -127.925407        0.162240
BFGS:   28 16:58:39     -127.930748        0.276370
BFGS:   29 16:58:39     -127.938789        0.435972
BFGS:   30 16:58:39     -127.947647        0.407471
BFGS:   31 16:58:39     -127.953209        0.215357
BFGS:   32 16:58:39     -127.956123        0.085013
BFGS:   33 16:58:39     -127.958427        0.157698
BFGS:   34 16:58:39     -127.961411        0.237700
BFGS:   35 16:58:40     -127.964836        0.254189
BFGS:   36 16:58:40     -127.967468        0.150991
BFGS:   37 16:58:40     -127.968842        0.076821
BFGS:   38 16:58:40     -127.969841        0.107627
BFGS:   39 16:58:40     -127.971512        0.164326
BFGS:   40 16:58:40     -127.973572        0.161617
BFGS:   41 16:58:40     -127.975365        0.127464
BFGS:   42 16:58:40     -127.976479        0.050245
BFGS:   43 16:58:40     -127.977333        0.075505
BFGS:   44 16:58:40     -127.978584        0.140818
BFGS:   45 16:58:40     -127.980400        0.192986
BFGS:   46 16:58:40     -127.982239        0.158864
BFGS:   47 16:58:41     -127.983383        0.071463
BFGS:   48 16:58:41     -127.984001        0.056282
BFGS:   49 16:58:41     -127.984695        0.100927
BFGS:   50 16:58:41     -127.985779        0.140721
BFGS:   51 16:58:41     -127.987152        0.131225
BFGS:   52 16:58:41     -127.988327        0.083745
BFGS:   53 16:58:41     -127.988960        0.056177
BFGS:   54 16:58:41     -127.989395        0.052359
BFGS:   55 16:58:41     -127.989906        0.068985
BFGS:   56 16:58:41     -127.990555        0.081659
BFGS:   57 16:58:41     -127.991226        0.074376
BFGS:   58 16:58:41     -127.991692        0.038912
      Step     Time          Energy          fmax
BFGS:    0 16:58:42     -127.179138        1.738603
BFGS:    1 16:58:42     -127.272484        1.512804
BFGS:    2 16:58:42     -127.496758        2.024329
BFGS:    3 16:58:42     -127.593323        1.592005
BFGS:    4 16:58:42     -127.786552        0.575583
BFGS:    5 16:58:42     -127.803543        0.437706
BFGS:    6 16:58:42     -127.825157        0.384373
BFGS:    7 16:58:42     -127.853195        0.550328
BFGS:    8 16:58:42     -127.865547        0.389790
BFGS:    9 16:58:42     -127.874893        0.248521
BFGS:   10 16:58:43     -127.882843        0.227706
BFGS:   11 16:58:43     -127.889000        0.244875
BFGS:   12 16:58:43     -127.896378        0.284761
BFGS:   13 16:58:43     -127.905373        0.273553
BFGS:   14 16:58:43     -127.913345        0.223693
BFGS:   15 16:58:43     -127.919151        0.213651
BFGS:   16 16:58:43     -127.924393        0.229523
BFGS:   17 16:58:43     -127.931282        0.264194
BFGS:   18 16:58:43     -127.940247        0.302816
BFGS:   19 16:58:43     -127.947327        0.196449
BFGS:   20 16:58:43     -127.951965        0.157146
BFGS:   21 16:58:43     -127.955399        0.122030
BFGS:   22 16:58:44     -127.958565        0.183955
BFGS:   23 16:58:44     -127.962929        0.212619
BFGS:   24 16:58:44     -127.966568        0.154217
BFGS:   25 16:58:44     -127.968849        0.088511
BFGS:   26 16:58:44     -127.970497        0.099089
BFGS:   27 16:58:44     -127.972404        0.148972
BFGS:   28 16:58:44     -127.975502        0.220640
BFGS:   29 16:58:44     -127.979706        0.220002
BFGS:   30 16:58:44     -127.983658        0.255068
BFGS:   31 16:58:44     -127.986511        0.114158
BFGS:   32 16:58:44     -127.988937        0.129829
BFGS:   33 16:58:44     -127.991356        0.137303
BFGS:   34 16:58:45     -127.994453        0.129529
BFGS:   35 16:58:45     -127.997704        0.127648
BFGS:   36 16:58:45     -127.999779        0.086770
BFGS:   37 16:58:45     -128.001129        0.073820
BFGS:   38 16:58:45     -128.002411        0.082034
BFGS:   39 16:58:45     -128.004166        0.139511
BFGS:   40 16:58:45     -128.006622        0.159718
BFGS:   41 16:58:45     -128.008759        0.111837
BFGS:   42 16:58:45     -128.009995        0.109074
BFGS:   43 16:58:45     -128.010712        0.060984
BFGS:   44 16:58:45     -128.011414        0.093566
BFGS:   45 16:58:45     -128.012573        0.100373
BFGS:   46 16:58:46     -128.013840        0.086672
BFGS:   47 16:58:46     -128.014481        0.046484
      Step     Time          Energy          fmax
BFGS:    0 16:58:46     -131.104965        2.271120
BFGS:    1 16:58:46     -131.212845        1.710021
BFGS:    2 16:58:46     -131.406998        1.135460
BFGS:    3 16:58:46     -131.450302        0.769952
BFGS:    4 16:58:46     -131.488831        0.632326
BFGS:    5 16:58:47     -131.510910        0.613640
BFGS:    6 16:58:47     -131.527847        0.460932
BFGS:    7 16:58:47     -131.538361        0.318144
BFGS:    8 16:58:47     -131.544479        0.241182
BFGS:    9 16:58:47     -131.548538        0.268099
BFGS:   10 16:58:47     -131.553528        0.279738
BFGS:   11 16:58:47     -131.556656        0.155486
BFGS:   12 16:58:47     -131.558487        0.158309
BFGS:   13 16:58:47     -131.559906        0.171767
BFGS:   14 16:58:47     -131.561661        0.154386
BFGS:   15 16:58:47     -131.563721        0.149694
BFGS:   16 16:58:47     -131.566315        0.171048
BFGS:   17 16:58:48     -131.569855        0.219650
BFGS:   18 16:58:48     -131.574036        0.250221
BFGS:   19 16:58:48     -131.578049        0.212299
BFGS:   20 16:58:48     -131.581329        0.102351
BFGS:   21 16:58:48     -131.582596        0.092538
BFGS:   22 16:58:48     -131.583817        0.132202
BFGS:   23 16:58:48     -131.586456        0.196101
BFGS:   24 16:58:48     -131.590576        0.213083
BFGS:   25 16:58:48     -131.594910        0.152962
BFGS:   26 16:58:48     -131.597595        0.162115
BFGS:   27 16:58:48     -131.600922        0.158010
BFGS:   28 16:58:49     -131.605667        0.242591
BFGS:   29 16:58:49     -131.612213        0.456022
BFGS:   30 16:58:49     -131.625305        0.443684
BFGS:   31 16:58:49     -131.647003        0.795325
BFGS:   32 16:58:49     -131.650772        0.624309
BFGS:   33 16:58:49     -131.678467        0.541721
BFGS:   34 16:58:49     -131.699707        0.708768
BFGS:   35 16:58:49     -131.730026        1.438567
BFGS:   36 16:58:49     -131.757004        0.448436
BFGS:   37 16:58:49     -131.788879        0.783029
BFGS:   38 16:58:49     -131.805756        0.311339
BFGS:   39 16:58:49     -131.814682        0.280091
BFGS:   40 16:58:50     -131.828735        0.342199
BFGS:   41 16:58:50     -131.844360        0.338521
BFGS:   42 16:58:50     -131.872665        0.431532
BFGS:   43 16:58:50     -131.890335        0.352214
BFGS:   44 16:58:50     -131.904877        0.224629
BFGS:   45 16:58:50     -131.916367        0.223285
BFGS:   46 16:58:50     -131.930344        0.361546
BFGS:   47 16:58:50     -131.943069        0.420546
BFGS:   48 16:58:50     -131.952972        0.266053
BFGS:   49 16:58:50     -131.961578        0.207736
BFGS:   50 16:58:50     -131.969635        0.246253
BFGS:   51 16:58:50     -131.976822        0.244547
BFGS:   52 16:58:51     -131.985428        0.250776
BFGS:   53 16:58:51     -131.996414        0.271751
BFGS:   54 16:58:51     -132.009216        0.271673
BFGS:   55 16:58:51     -132.021255        0.266904
BFGS:   56 16:58:51     -132.030579        0.239474
BFGS:   57 16:58:51     -132.039200        0.211455
BFGS:   58 16:58:51     -132.049316        0.294077
BFGS:   59 16:58:51     -132.060181        0.274118
BFGS:   60 16:58:51     -132.069717        0.306513
BFGS:   61 16:58:51     -132.075760        0.180090
BFGS:   62 16:58:51     -132.080185        0.125885
BFGS:   63 16:58:51     -132.084564        0.247688
BFGS:   64 16:58:52     -132.091293        0.321662
BFGS:   65 16:58:52     -132.100204        0.310664
BFGS:   66 16:58:52     -132.107635        0.218466
BFGS:   67 16:58:52     -132.111588        0.102688
BFGS:   68 16:58:52     -132.114685        0.188280
BFGS:   69 16:58:52     -132.118469        0.261625
BFGS:   70 16:58:52     -132.124146        0.265564
BFGS:   71 16:58:52     -132.129959        0.172090
BFGS:   72 16:58:52     -132.133652        0.119075
BFGS:   73 16:58:52     -132.135696        0.099200
BFGS:   74 16:58:52     -132.137741        0.110238
BFGS:   75 16:58:52     -132.140686        0.179839
BFGS:   76 16:58:53     -132.144012        0.181807
BFGS:   77 16:58:53     -132.146271        0.111409
BFGS:   78 16:58:53     -132.147339        0.050599
BFGS:   79 16:58:53     -132.148087        0.067700
BFGS:   80 16:58:53     -132.149109        0.131904
BFGS:   81 16:58:53     -132.150391        0.140749
BFGS:   82 16:58:53     -132.151413        0.090917
BFGS:   83 16:58:53     -132.151901        0.030494
      Step     Time          Energy          fmax
BFGS:    0 16:58:53     -131.596848        1.535396
BFGS:    1 16:58:54     -131.683197        1.065208
BFGS:    2 16:58:54     -131.793610        0.806386
BFGS:    3 16:58:54     -131.861694        0.891200
BFGS:    4 16:58:54     -131.902084        0.677269
BFGS:    5 16:58:54     -131.927872        0.595715
BFGS:    6 16:58:54     -131.950302        0.440802
BFGS:    7 16:58:54     -131.962952        0.335637
BFGS:    8 16:58:54     -131.972427        0.323977
BFGS:    9 16:58:54     -131.983521        0.387532
BFGS:   10 16:58:54     -132.000488        0.417396
BFGS:   11 16:58:54     -132.013870        0.304496
BFGS:   12 16:58:55     -132.022339        0.284902
BFGS:   13 16:58:55     -132.032440        0.405011
BFGS:   14 16:58:55     -132.047516        0.707886
BFGS:   15 16:58:55     -132.070404        0.850971
BFGS:   16 16:58:55     -132.100677        0.744637
BFGS:   17 16:58:55     -132.133743        0.832094
BFGS:   18 16:58:55     -132.139465        1.057966
BFGS:   19 16:58:55     -132.152451        1.516296
BFGS:   20 16:58:55     -132.187790        0.561882
BFGS:   21 16:58:55     -132.206787        0.247417
BFGS:   22 16:58:55     -132.222290        0.403666
BFGS:   23 16:58:55     -132.231781        0.257601
BFGS:   24 16:58:56     -132.240631        0.291192
BFGS:   25 16:58:56     -132.245697        0.243808
BFGS:   26 16:58:56     -132.254944        0.264281
BFGS:   27 16:58:56     -132.260773        0.161906
BFGS:   28 16:58:56     -132.263474        0.125192
BFGS:   29 16:58:56     -132.266113        0.180085
BFGS:   30 16:58:56     -132.270081        0.223628
BFGS:   31 16:58:56     -132.274628        0.203255
BFGS:   32 16:58:56     -132.277893        0.136066
BFGS:   33 16:58:56     -132.279877        0.091196
BFGS:   34 16:58:56     -132.281570        0.134761
BFGS:   35 16:58:56     -132.283936        0.181095
BFGS:   36 16:58:57     -132.287079        0.193890
BFGS:   37 16:58:57     -132.289963        0.166046
BFGS:   38 16:58:57     -132.292084        0.103155
BFGS:   39 16:58:57     -132.293854        0.119636
BFGS:   40 16:58:57     -132.296097        0.140795
BFGS:   41 16:58:57     -132.299149        0.191971
BFGS:   42 16:58:57     -132.301804        0.139596
BFGS:   43 16:58:57     -132.303329        0.104468
BFGS:   44 16:58:57     -132.304489        0.137865
BFGS:   45 16:58:57     -132.306091        0.141639
BFGS:   46 16:58:57     -132.308594        0.211195
BFGS:   47 16:58:58     -132.311386        0.141396
BFGS:   48 16:58:58     -132.312714        0.071544
BFGS:   49 16:58:58     -132.313370        0.049531
      Step     Time          Energy          fmax
BFGS:    0 16:58:58     -131.270370        1.987923
BFGS:    1 16:58:58     -131.365036        1.265763
